ic_accountid,account_name,account_url,account_addressstreet,account_addresscity,account_addressstate,account_addresszip,account_country,account_continent,account_countrycode,account_continentcode,account_industry,account_subindustry,account_gicscode,account_size,account_linkedin,account_phone,account_revenue,account_employees,account_desc,duns_number,parent_duns,sic_code,naics_code,ultimate_parent,account_fb,account_fbfollowers,account_twitter,abm_code,global_duit,regional_duit,global_dumarketing,regional_dumarketing,country_dumarketing,global_dusales,regional_dusales,country_dusales,global_duengg,regional_duengg,country_duengg,global_dufinance,regional_dufinance,country_dufinance,global_duadmin,regional_duadmin,country_duadmin,global_duanalytics,regional_duanalytics,country_duanalytics,account_instafollowers,account_insta,account_linkedinfollowers,account_twitterfollowers,web_traffic,technographic,companytag
uai01124313666,Intrepid,www.intrepidtravel.com,222 3Rd St Ste 4000,Cambridge,Massachusetts,2142,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Medium,NULL,#ERROR!,$100M-$250M,100-499,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Adobe (Unspecified Product)"", ""Adobe Creative Cloud"", ""Adobe Illustrator"", ""Adobe Photoshop CC"", ""Criteo for Advertisers"", ""Google Analytics"", ""Microsoft Yammer"", ""Skype"", ""Drupal"", ""WordPress"", ""WordPress""]}",null
uai01124260804,Fuller Intrepid,www.intrepidtravel.com,222 3Rd St Ste 4000,Cambridge,Massachusetts,2142,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Medium,NULL,#ERROR!,$100M-$250M,100-499,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Adobe (Unspecified Product)"", ""Adobe Creative Cloud"", ""Adobe Illustrator"", ""Adobe Photoshop CC"", ""Criteo for Advertisers"", ""Google Analytics"", ""Microsoft Yammer"", ""Skype"", ""Drupal"", ""WordPress"", ""WordPress""]}",null
uai01128655211,Nfx Corporation Inc,www.nfx.com,238 main st ste 324,cambridge,Massachusetts,2142,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Small,NULL,#ERROR!,$0-$1M,10-99,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Amazon AWS"", ""Amazon EC2"", ""Amazon S3"", ""Amazon Web Hosting"", ""Apple (Unspecified Product)"", ""Apple iPhone"", ""BootstrapCDN"", ""Canonical Ubuntu"", ""CB Insights"", ""CloudFlare CDN"", ""Crazy Egg"", ""Digital Ocean Hosting"", ""Facebook-for-Websites"", ""Facebook-Like"", ""GraphQL"", ""Ajax"", ""JavaScript"", ""Google"", ""Google Ad Manager"", ""Google Analytics"", ""Google Docs"", ""Google Drive"", ""Google Font API"", ""Google G Suite"", ""HubSpot"", ""Microsoft Office"", ""nginx"", ""PostgreSQL"", ""Ruby on Rails"", ""Salesforce.com Heroku"", ""StackPath"", ""Apache (Unspecified Product)"", ""Apache HTTP Server"", ""jQuery"", ""PHP"", ""Twitter"", ""Twitter Bootstrap"", ""Twitter Cards"", ""Typeform"", ""HTML"", ""Youtube""]}",null
uai01124127920,Belle Artificial Intelligence Corporation,www.belle.ai,245 1St St Ste 18,Cambridge,Massachusetts,2142,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Medium,NULL,#ERROR!,$10M-$50M,100-499,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,null,null
uai01125783897,Mali Health,www.malihealth.org,P O Box 426081,Cambridge,Massachusetts,2142,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Medium,NULL,#ERROR!,$10M-$50M,100-499,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Amazon Web Hosting"", ""JavaScript"", ""Google Analytics"", ""Google Drive"", ""Google G Suite"", ""Mailchimp"", ""RequireJS"", ""jQuery"", ""Wix.com"", ""WordPress""]}",null
uai01123791069,Typhoon Hil Inc,www.typhoon-hil.com,15 ward st # 2,somerville,Massachusetts,2143,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Small,NULL,#ERROR!,$1M-$10M,10-99,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Adobe (Unspecified Product)"", ""Adobe Creative Cloud"", ""Adobe Photoshop CC"", ""CloudFlare CDN"", ""Eventbrite"", ""JavaScript"", ""Google Analytics"", ""Google Tag Manager"", ""HubSpot"", ""Microsoft Exchange Server"", ""nginx"", ""TechSmith Camtasia"", ""jQuery"", ""PHP"", ""Twitter Cards"", ""HTML"", ""Youtube""]}",null
uai01125342739,1 Beyond,www.1beyond.com,61 Medford St,Somerville,Massachusetts,2143,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Small,NULL,#ERROR!,$1M-$10M,10-99,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Acronis"", ""Adobe (Unspecified Product)"", ""Adobe Creative Cloud"", ""Adobe Illustrator"", ""Adobe Photoshop CC"", ""Amazon AWS"", ""Amazon CloudFront"", ""Autodesk (Unspecified Product)"", ""Autodesk Maya"", ""Blender"", ""Cadence (Unspecified Product)"", ""Crestron"", ""CATIA"", ""Dassault Systemes (Unspecified Product)"", ""Disqus"", ""Eclipse IDE"", ""Facebook Web Custom Audiences"", ""Facebook Widget"", ""Facebook-for-Websites"", ""Facebook-Like"", ""ReactJS"", ""JavaScript"", ""Android OS"", ""Google"", ""Google Ad Manager"", ""Google Analytics"", ""Google Drive"", ""Google G Suite"", ""Google Plus One"", ""Google Remarketing"", ""Hostgator Hosting"", ""IBM Tivoli"", ""JW Player"", ""C#"", ""Microsoft Office"", ""Microsoft PowerPoint"", ""Windows Live Writer"", ""Linux"", ""nginx"", ""Java"", ""Solaris"", ""jQuery"", ""PHP"", ""Twitter Cards"", ""Twitter Tweet Button"", ""Unity"", ""Vimeo"", ""WooCommerce"", ""WordPress"", ""HTML"", ""Yoast"", ""Youtube"", ""ZipRecruiter"", ""Zoom""]}",null
uai01123515050,Axcelx Technologies Llc,www.axcelx.com,70 Inner Belt Rd,Somerville,New Jersey,2143,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Soho,NULL,#ERROR!,$0-$1M,1-9,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""CoreSite"", ""JavaScript"", ""Google"", ""Google Maps"", ""reCAPTCHA"", ""Microsoft Exchange Server"", ""CentOS"", ""Apache (Unspecified Product)"", ""Apache HTTP Server"", ""jQuery"", ""PHP"", ""FlexSlider"", ""WooCommerce"", ""HTML""]}",null
uai01125476303,Cardea Technology Inc,www.cardeatech.com,249 Elm St,Somerville,Massachusetts,2144,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Soho,NULL,#ERROR!,$0-$1M,1-9,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Amazon AWS"", ""Amazon EC2"", ""Amazon Web Hosting"", ""Canonical Ubuntu"", ""DynDNS"", ""Google Analytics"", ""Google G Suite"", ""Apache (Unspecified Product)"", ""Apache HTTP Server"", ""jQuery"", ""PHP""]}",null
uai01123534372,Medullan Inc,www.medullan.com,240 Elm St Fl 2,Somerville,New Jersey,2144,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Medium,NULL,#ERROR!,$10M-$50M,100-499,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Adobe (Unspecified Product)"", ""Adobe (Unspecified Product)"", ""Adobe Creative Cloud"", ""Adobe Illustrator"", ""Adobe PhoneGap"", ""Adobe PhoneGap"", ""Adobe Photoshop CC"", ""Adobe Shockwave"", ""Adobe Typekit"", ""Akamai (Unspecified Product)"", ""Akamai CDN"", ""Amazon AWS"", ""Amazon CloudFront"", ""Amazon EC2"", ""Amazon Route 53"", ""Amazon S3"", ""Amazon Web Hosting"", ""AngularJS"", ""AngularJS"", ""Apple (Unspecified Product)"", ""Apple iOS SDK"", ""Axure RP"", ""CloudFlare CDN"", ""Ajax"", ""JavaScript"", ""Android OS"", ""Android OS"", ""Google Ads"", ""Google Analytics"", ""Google G Suite"", ""Google Maps"", ""HubSpot"", ""HubSpot"", ""HubSpot Marketing Hub"", ""QuickBooks"", ""Jobvite"", ""LinkedIn Marketing Solutions"", ""ASP.NET"", ""ASP.NET"", ""C#"", ""Microsoft Office"", ""Microsoft PowerPoint"", ""Modernizr"", ""MongoDB"", ""MongoDB"", ""Drupal"", ""Drupal"", ""Drupal"", ""nginx"", ""Node.js"", ""Java"", ""PostgreSQL"", ""PostgreSQL"", ""Ruby on Rails"", ""Ruby on Rails"", ""Salesforce CRM"", ""Salesforce CRM"", ""Salesforce CRM"", ""SecureDocs"", ""Squarespace"", ""jQuery"", ""PHP"", ""Twitter Cards"", ""Vimeo"", ""Postmark"", ""HTML""]}",null
uai01123752652,Advoqt,www.advoqt.com,1 Salem St Ste 202,Malden,Massachusetts,2148,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Small,NULL,#ERROR!,$50M-$100M,10-99,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""GoDaddy Hosting"", ""Google"", ""Google Analytics"", ""Google Tag Manager"", ""Microsoft Exchange Server"", ""Windows Live Writer"", ""Modernizr"", ""jQuery"", ""Varnish"", ""WooCommerce"", ""WordPress"", ""HTML""]}",null
uai01126017546,Sunsetter Products,www.sunsetter.com,184 Charles St,Malden,Massachusetts,2148,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Medium,NULL,#ERROR!,$500M-$1B,100-499,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""AddThis"", ""Adobe (Unspecified Product)"", ""Adobe Creative Cloud"", ""AngularJS"", ""CDNetworks"", ""ClickTale"", ""Crazy Egg"", ""Ajax"", ""JavaScript"", ""Google"", ""Google Ad Manager"", ""Google Ads"", ""Google AdWords Conversion"", ""Google Analytics"", ""Google Marketing Platform"", ""Google Remarketing"", ""Google Tag Manager"", ""iCIMS"", ""KISSmetrics"", ""ASP.NET"", ""Microsoft Access"", ""Microsoft Exchange Server"", ""Microsoft IIS"", ""Microsoft Office"", ""Moxie Software"", ""PowerReviews"", ""SAP Sybase InfoMaker"", ""jQuery"", ""Verizon (Unspecified Product)"", ""Wistia"", ""HTML""]}",null
uai01125774261,Lothrop Companies Inc,www.lothropcompanies.com,30 Winter St,Malden,Massachusetts,2148,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Small,NULL,#ERROR!,$1M-$10M,10-99,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Ajax"", ""GoDaddy Hosting"", ""Google Analytics"", ""Windows Live Writer"", ""Apache (Unspecified Product)"", ""Apache HTTP Server"", ""jQuery"", ""WordPress""]}",null
uai01129096413,Nidec Vietnam Corporation,www.nidec.com,304 2nd st,everett,Massachusetts,2149,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Small,NULL,#ERROR!,$10M-$50M,10-99,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Adobe (Unspecified Product)"", ""Adobe Creative Cloud"", ""Adobe FrameMaker"", ""Adobe Illustrator"", ""Adobe Photoshop CC"", ""Altium (Unspecified Product)"", ""ANSYS"", ""Aras (Unspecified Product)"", ""Atlassian (Unspecified Product)"", ""Atlassian JIRA"", ""AutoCAD"", ""Autodesk (Unspecified Product)"", ""Cisco Adaptive Security Appliances"", ""Cisco Catalyst Switches"", ""Cisco Firewalls"", ""Cisco Identity Services Engine"", ""Cisco Integrated Services Routers"", ""Cisco Routers"", ""Cisco Switches"", ""Cisco WebEx"", ""Meraki"", ""CNC Software"", ""Mastercam"", ""Dassault SOLIDWORKS"", ""Dassault Systemes (Unspecified Product)"", ""CAMWorks"", ""Git"", ""Android OS"", ""IBM Cognos Analytics"", ""IBM System i"", ""Infor Configure Price Quote"", ""Integration Point"", ""McAfee (Unspecified Product)"", ""Micro Focus (Unspecified Product)"", ""C#"", ""Microsoft Access"", ""Microsoft Azure DevOps Server"", ""Microsoft Office"", ""Microsoft Office"", ""Microsoft Outlook"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft Project"", ""Microsoft SharePoint"", ""Microsoft SQL Server"", ""Microsoft SQL Server"", ""Microsoft Visual Basic"", ""Microsoft Visual Studio"", ""Microsoft Windows 7"", ""Visual Basic.NET"", ""Windows 10"", ""Windows Server 2008"", ""LabVIEW"", ""National Instruments"", ""Redmine"", ""Actuate"", ""OpenText (Unspecified Product)"", ""Java"", ""Oracle Configurator Cloud"", ""Oracle E-Business"", ""PL/SQL"", ""PostgreSQL"", ""PTC Creo"", ""PTC Creo Simulate"", ""Rockwell Automation (Unspecified Product)"", ""RSLogix"", ""Sage Fixed Assets"", ""SAP ERP"", ""ServiceNow"", ""SolarWinds (Unspecified Product)"", ""SQLite"", ""Symantec (Unspecified Product)"", ""TechSmith Camtasia"", ""MATLAB"", ""Thomson Reuters (Unspecified Product)"", ""Thomson Reuters ONESOURCE"", ""Veritas"", ""Veritas Backup Exec"", ""VMware (Unspecified Product)"", ""Workday"", ""Workday Payroll"", ""Workday Recruiting""]}",null
uai01126001619,Ssb Bart Group,www.ssbbartgroup.com,1107 N Shore Rd,Revere,Massachusetts,2151,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Medium,NULL,#ERROR!,$10M-$50M,100-499,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,null,null
uai01126116826,Wmfo,www.wmfo.org,450 boston ave,medford,Maine,2155,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Medium,NULL,#ERROR!,$10M-$50M,100-499,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Canonical Ubuntu"", ""JavaScript"", ""Google"", ""Google Analytics"", ""Google G Suite"", ""Google Maps"", ""Linode Hosting"", ""Windows Live Writer"", ""Modernizr"", ""Debian"", ""nginx"", ""jQuery"", ""PHP"", ""WordPress"", ""HTML""]}",null
uai01125698756,Innovative Contracting Services,www.icssupports.com,19 Bonner Ave,Medford,Massachusetts,2155,United States,AMER,US,NA,IT Services,Data Processing & Outsourced Services,451020,Small,NULL,#ERROR!,$1M-$10M,10-99,NULL,NULL,NULL,7374,518210,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,null,null
uai01125685093,Hub Refrigeration Company Inc,www.hubrefrigeration.com,244 willard st,quincy,California,2169,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Soho,NULL,#ERROR!,$0-$1M,1-9,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Comodo UserTrust"", ""Lunarpages Hosting"", ""Microsoft Frontpage"", ""OpenSSL"", ""Apache (Unspecified Product)"", ""Apache HTTP Server"", ""Unix""]}",null
uai01127739270,Flavin & Flavin,www.flavinandflavin.com,1085 hancock st,quincy,MA,2169,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Small,NULL,#ERROR!,$1M-$10M,10-99,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Braintree"", ""DynDNS"", ""JavaScript"", ""Google Analytics"", ""Google G Suite"", ""ASP.NET"", ""Microsoft IIS"", ""jQuery"", ""HTML"", ""Youtube""]}",null
uai01126082849,Utility Contractors Association Of New England Inc,www.ucane.com,300 Congress St Suite 101,Quincy,Massachusetts,2169,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Soho,NULL,#ERROR!,$0-$1M,1-9,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Google Analytics"", ""Liquid Web Hosting"", ""Windows Live Writer"", ""OpenSSL"", ""Apache (Unspecified Product)"", ""Apache HTTP Server"", ""jQuery"", ""Unix"", ""PHP"", ""GeoTrust"", ""Verisign (Unspecified Product)"", ""WordPress"", ""HTML""]}",null
uai01123706048,Abs Technology Architects,www.abstechnology.com,59 Mill St,Quincy,Massachusetts,2169,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Enterprise,NULL,#ERROR!,$1M-$10M,1000+,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Amazon AWS"", ""Amazon EC2"", ""Amazon Route 53"", ""Amazon Web Hosting"", ""Eventbrite"", ""Facebook Widget"", ""Facebook-for-Websites"", ""JavaScript"", ""Google"", ""Google Analytics"", ""Google Maps"", ""Google Tag Manager"", ""Google Website Optimizer"", ""reCAPTCHA"", ""Microsoft Exchange Server"", ""Windows Live Writer"", ""Modernizr"", ""nginx"", ""PayPal"", ""SingleHop Hosting"", ""StackPath"", ""jQuery"", ""PHP"", ""WordPress"", ""HTML"", ""Youtube""]}",null
uai01123983438,Information Mapping,www.informationmapping.com,1266 Furnace Brook Pkwy Ste 300,Waltham,Massachusetts,2169,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Small,NULL,#ERROR!,$1M-$10M,10-99,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""AddThis"", ""Adobe (Unspecified Product)"", ""Adobe Creative Cloud"", ""Adobe Illustrator"", ""Adobe Photoshop CC"", ""Adobe Shockwave"", ""ADP (Unspecified Product)"", ""ADP Payroll"", ""Amazon Web Hosting"", ""Canonical Ubuntu"", ""Facebook Web Custom Audiences"", ""Facebook-for-Websites"", ""JavaScript"", ""Google"", ""Google Ad Manager"", ""Google Ads"", ""Google AdWords Conversion"", ""Google Analytics"", ""Google G Suite"", ""Google Maps"", ""Google Marketing Platform"", ""Google Tag Manager"", ""reCAPTCHA"", ""HubSpot Marketing Hub"", ""GoToMeeting"", ""LogMeIn"", ""Madcap"", ""Magento (Unspecified Product)"", ""MailChimp Mandrill"", ""Microsoft Office"", ""Microsoft PowerPoint"", ""Windows Live Writer"", ""Modernizr"", ""MooTools"", ""Olark"", ""nginx"", ""NetSuite"", ""NetSuite CRM"", ""Pardot"", ""Pardot"", ""jQuery"", ""PHP"", ""HTML"", ""Youtube"", ""Zendesk""]}",null
uai01132586322,Dataquestcorp,www.dataquestcorp.com,1073 hancock st ste 401,quincy,Ohio,2169,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Medium,NULL,#ERROR!,$10M-$50M,100-499,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Java"", ""Oracle Database"", ""Selenium"", ""Apache (Unspecified Product)"", ""Apache Lucene"", ""Apache Solr"", ""Apache Tomcat""]}",null
uai01125747703,Kutzen Financial,www.kutzenfinancial.com,160 upham st,melrose,Massachusetts,2176,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Soho,NULL,#ERROR!,$1M-$10M,1-9,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Google Analytics"", ""Drupal"", ""StackPath""]}",null
uai01127179942,AmkorTechnology,www.amkor.com,105St4100Stoneham,Central,Arkansas,2180,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Small,NULL,#ERROR!,$1M-$10M,10-99,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Adobe (Unspecified Product)"", ""Adobe Coldfusion"", ""Adobe Shockwave"", ""AT&T (Unspecified Product)"", ""AT&T DNS"", ""Citrix (Unspecified Product)"", ""Citrix NetScaler"", ""Constant Contact"", ""Ajax"", ""JavaScript"", ""Google Analytics"", ""Google Maps"", ""Google Tag Manager"", ""LeadLander"", ""Azure DNS"", ""Microsoft Azure"", ""Microsoft Exchange Server"", ""Microsoft Office"", ""Microsoft Office 365"", ""J2EE"", ""Java"", ""Apache (Unspecified Product)"", ""Apache HTTP Server"", ""Tibco (Unspecified Product)"", ""TIBCO Spotfire"", ""Twitter Tweet Button"", ""WordPress"", ""HTML"", ""Yahoo User Interface""]}",null
uai01123791385,Sourceone It Inc,www.soneit.com,38 Montvale Ave 315,Stoneham,Massachusetts,2180,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Small,NULL,#ERROR!,$1M-$10M,10-99,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Amazon AWS"", ""Amazon EC2"", ""Amazon Web Hosting"", ""GoDaddy Hosting"", ""Google Analytics"", ""Gravity Forms"", ""Microsoft Exchange Server"", ""Windows Live Writer"", ""nginx"", ""Apache (Unspecified Product)"", ""Apache HTTP Server"", ""jQuery"", ""Varnish"", ""FlexSlider"", ""WooCommerce"", ""WordPress"", ""HTML"", ""Yoast""]}",null
